Step_ID,Track_ID,Date,Forecast_Hour,Valid_Hour_UTC,Duration,Centroid_Lon,Centroid_Lat,uh_max_mean,uh_max_max,uh_max_min,uh_max_std,uh_max_mean_dt,uh_max_max_dt,r10cmx_mean,r10cmx_max,r10cmx_min,r10cmx_std,r10cmx_mean_dt,r10cmx_max_dt,wupmax_mean,wupmax_max,wupmax_min,wupmax_std,wupmax_mean_dt,wupmax_max_dt,cqgmax_mean,cqgmax_max,cqgmax_min,cqgmax_std,cqgmax_mean_dt,cqgmax_max_dt,wdnmax_mean,wdnmax_max,wdnmax_min,wdnmax_std,wdnmax_mean_dt,wdnmax_max_dt,mlcape_mean,mlcape_max,mlcape_min,mlcape_std,mlcape_mean_dt,mlcape_max_dt,mlcins_mean,mlcins_max,mlcins_min,mlcins_std,mlcins_mean_dt,mlcins_max_dt,sblcl_mean,sblcl_max,sblcl_min,sblcl_std,sblcl_mean_dt,sblcl_max_dt,srh03_mean,srh03_max,srh03_min,srh03_std,srh03_mean_dt,srh03_max_dt,shr06_mean,shr06_max,shr06_min,shr06_std,shr06_mean_dt,shr06_max_dt,tmp700_mean,tmp700_max,tmp700_min,tmp700_std,tmp700_mean_dt,tmp700_max_dt,tmp500_mean,tmp500_max,tmp500_min,tmp500_std,tmp500_mean_dt,tmp500_max_dt,dewp2m_mean,dewp2m_max,dewp2m_min,dewp2m_std,dewp2m_mean_dt,dewp2m_max_dt,temp2m_mean,temp2m_max,temp2m_min,temp2m_std,temp2m_mean_dt,temp2m_max_dt,sph850_mean,sph850_max,sph850_min,sph850_std,sph850_mean_dt,sph850_max_dt,sph500_mean,sph500_max,sph500_min,sph500_std,sph500_mean_dt,sph500_max_dt,lllr_mean,lllr_max,lllr_min,lllr_std,lllr_mean_dt,lllr_max_dt,lr75_mean,lr75_max,lr75_min,lr75_std,lr75_mean_dt,lr75_max_dt,area,eccentricity,major_axis_length,minor_axis_length,orientation,extent,weighted_moments_hu_0,weighted_moments_hu_1,weighted_moments_hu_2,weighted_moments_hu_3,weighted_moments_hu_4,weighted_moments_hu_5,weighted_moments_hu_6,Hail_Size,Shape,Location,Scale
wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017_02,wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017,2014-06-05 01:00:00,25.00000,1.00000,3.00000,-88.29766,37.78622,18.23449,69.49200,0.00000,16.98207,6.37365,10.28895,54.49480,63.36153,44.27707,3.47039,3.42905,-3.43554,17.73599,35.32260,2.30137,9.43497,6.92926,0.80478,18.19267,26.75630,12.75284,2.68881,2.86935,3.69230,-4.64556,-2.35428,-9.36354,1.15898,-0.94165,-1.09380,2542.95587,3314.12231,339.08298,428.22799,193.10749,202.99243,-17.40676,-5.81038,-88.65797,14.28165,6.17631,-5.59688,818.42016,1045.57751,272.80286,194.57293,73.50379,-197.27124,149.58099,282.70355,50.00816,48.85342,2.85200,-30.14932,0.00381,0.00659,0.00166,0.00062,0.00004,0.00165,9.38837,11.92874,8.18445,0.73100,-0.26488,-0.33465,-7.52999,-1.59142,-9.47421,0.97717,-0.55952,1.38714,76.39057,80.43257,73.75909,1.14393,1.33145,4.03781,82.52260,85.31258,75.45872,2.41755,0.33321,-2.32350,14.88194,16.41712,12.15099,0.79092,-0.11078,-0.01689,2.73051,6.46717,1.81916,0.80917,0.68282,0.52644,-6.25376,-4.39259,-7.11759,0.60278,-0.13053,0.27413,-6.23865,-4.94079,-7.15595,0.34363,-0.11935,0.27615,147.00000,0.94948,26.80089,8.41048,-0.26820,0.51399,-4.01700,-8.42809,-14.04537,-15.86165,-31.89386,-22.78935,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017_03,wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017,2014-06-05 02:00:00,26.00000,2.00000,4.00000,-87.99332,37.59749,26.10730,71.12778,0.00000,19.20111,7.87281,1.63577,55.43369,67.44718,48.51099,3.27046,0.93888,4.08565,19.15855,32.19029,1.59907,7.96498,1.42255,-3.13231,23.27312,27.11142,17.75167,1.92356,5.08045,0.35512,-4.44350,-2.04199,-7.37757,1.13113,0.20206,0.31229,1763.96372,2761.61694,0.00000,752.82344,-778.99215,-552.50537,-46.00328,-5.87859,-336.51215,50.28803,-28.59652,-0.06820,525.17287,1007.76190,186.26358,234.43506,-293.24729,-37.81561,138.50350,314.29504,-54.75016,92.59373,-11.07749,31.59149,0.00371,0.00548,0.00177,0.00070,-0.00009,-0.00111,9.73614,12.29407,8.36783,0.86809,0.34777,0.36533,-6.68065,-0.70082,-8.39443,1.46351,0.84934,0.89060,75.29380,78.42400,73.20323,0.94196,-1.09676,-2.00858,77.81786,81.36185,75.38188,1.61296,-4.70474,-3.95074,14.93334,16.46620,9.65634,1.23392,0.05141,0.04908,3.28339,6.82677,1.34912,1.23556,0.55288,0.35961,-5.28599,-4.21628,-6.19745,0.45929,0.96778,0.17631,-6.05128,-4.68803,-6.98834,0.46666,0.18736,0.25276,117.00000,0.95093,22.14709,6.85214,0.28006,0.55714,-4.38499,-9.13784,-19.23646,-19.51507,-38.89183,-24.08698,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017_04,wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017,2014-06-05 03:00:00,27.00000,3.00000,5.00000,-87.68629,37.32350,10.05747,35.76142,0.00000,10.13215,-16.04983,-35.36636,53.82575,70.89609,41.77511,4.82485,-1.60794,3.44891,13.95872,31.65978,1.53040,9.26673,-5.19983,-0.53051,21.16423,26.78913,14.66648,2.81507,-2.10888,-0.32229,-4.00778,-1.99306,-9.46866,1.38938,0.43571,0.04893,1580.07076,2718.82007,0.00000,853.30049,-183.89296,-42.79688,-81.55579,-0.80781,-757.85376,143.85785,-35.55251,5.07077,501.52897,816.53662,237.40749,176.99358,-23.64390,-191.22528,173.30651,395.17566,-156.68221,122.45985,34.80301,80.88062,0.00369,0.00526,0.00042,0.00101,-0.00002,-0.00022,8.99581,11.29880,7.08987,0.86573,-0.74032,-0.99526,-7.37440,-3.62852,-9.03252,1.03302,-0.69375,-2.92770,74.44114,76.86734,68.63116,1.64554,-0.85266,-1.55666,76.54569,79.56377,71.55528,1.75040,-1.27217,-1.79808,13.70674,16.14282,8.48622,1.98406,-1.22660,-0.32338,3.48188,5.63599,1.86168,0.75984,0.19849,-1.19078,-5.30059,-3.83993,-5.90529,0.43481,-0.01460,0.37635,-6.04544,-4.57014,-7.33359,0.52010,0.00584,0.11789,134.00000,0.92286,24.19690,9.31892,-0.37441,0.50758,-4.20635,-8.98943,-13.69279,-14.40747,-28.46351,-18.91740,-30.67935,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017_05,wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017,2014-06-05 04:00:00,28.00000,4.00000,6.00000,-87.61221,37.04106,14.28675,43.73488,0.00000,12.68648,4.22928,7.97346,53.45688,63.79365,42.53794,4.56097,-0.36886,-7.10244,14.29714,32.49115,1.34407,8.01522,0.33843,0.83138,21.51751,25.55676,16.84254,2.13589,0.35328,-1.23236,-4.04416,-1.49439,-9.00153,1.14915,-0.03638,0.49867,1012.21242,2184.82959,21.70859,621.65287,-567.85834,-533.99048,-73.35534,-11.92494,-269.28055,50.22517,8.20045,-11.11713,422.88411,768.61816,167.75232,175.76423,-78.64486,-47.91846,177.58670,507.35147,-146.11768,128.53215,4.28019,112.17581,0.00409,0.00552,0.00234,0.00063,0.00040,0.00025,9.37657,12.10313,7.71783,0.95994,0.38075,0.80432,-7.04289,-0.75245,-8.95604,1.39907,0.33151,2.87607,71.47172,75.42291,66.36990,2.22005,-2.96942,-1.44443,73.28306,78.62801,69.46920,2.55108,-3.26263,-0.93576,14.62010,15.96007,10.15763,1.19610,0.91336,-0.18275,3.57991,6.81860,1.91052,0.97224,0.09803,1.18260,-4.62477,-3.40193,-5.64427,0.52522,0.67581,0.43800,-6.05875,-4.52803,-7.54064,0.62711,-0.01330,0.04212,135.00000,0.92302,21.28963,8.19097,0.15590,0.71429,-4.53088,-9.68455,-17.99071,-20.22173,-41.55676,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017_06,wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017,2014-06-05 05:00:00,29.00000,5.00000,7.00000,-86.74368,36.76349,8.12426,19.95909,0.00000,6.02675,-6.16249,-23.77579,50.35920,60.49015,44.03400,3.88129,-3.09768,-3.30349,11.82507,26.12779,1.25157,6.46161,-2.47207,-6.36336,22.72735,33.05431,14.03232,3.29439,1.20984,7.49755,-3.36741,-1.59583,-5.59874,0.84303,0.67676,-0.10144,628.21474,1551.45239,0.00000,492.28768,-383.99768,-633.37720,-201.96326,-7.27097,-857.42181,237.26810,-128.60792,4.65398,506.39953,864.29016,310.68896,129.15962,83.51542,95.67200,106.32017,310.11865,-99.52585,107.64495,-71.26653,-197.23282,0.00341,0.00419,0.00151,0.00054,-0.00068,-0.00132,9.57516,11.23330,8.11772,0.64782,0.19859,-0.86982,-7.56472,-4.10639,-9.21759,1.22703,-0.52184,-3.35394,69.08162,71.77435,65.56785,1.61571,-2.39010,-3.64856,71.92736,78.44377,68.30717,2.58903,-1.35571,-0.18423,13.02759,15.32147,7.33458,2.60656,-1.59251,-0.63861,3.60750,5.40757,2.38983,0.78966,0.02759,-1.41102,-4.36101,-3.47806,-5.69889,0.55393,0.26377,-0.07613,-6.32466,-4.84863,-7.18571,0.51860,-0.26591,-0.32060,107.00000,0.98782,33.62750,5.23308,0.06901,0.52709,-3.54153,-7.17679,-11.94284,-12.05379,-24.05217,-15.64342,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_24_018_00,wrf-s4m9_arw_cqgmax_20140604-0000_23_24_018,2014-06-04 23:00:00,23.00000,23.00000,1.00000,-85.28828,38.10081,14.13294,44.68688,0.00745,15.53484,0.00000,0.00000,51.10745,63.13153,41.61442,6.26529,0.00000,0.00000,7.62196,21.82586,0.92509,6.82578,0.00000,0.00000,20.08864,25.65101,12.06577,3.64617,0.00000,0.00000,-2.41355,-0.95061,-4.24966,0.85430,0.00000,0.00000,1314.88833,1689.26489,880.24738,219.66099,0.00000,0.00000,-9.89777,0.00000,-28.42120,7.44622,0.00000,0.00000,1191.79439,1374.72449,1017.61005,90.34663,0.00000,0.00000,225.25544,275.78683,171.97391,25.10864,0.00000,0.00000,0.00403,0.00463,0.00345,0.00025,0.00000,0.00000,8.00004,9.12023,7.44232,0.38784,0.00000,0.00000,-7.62516,-6.95024,-8.33434,0.30952,0.00000,0.00000,73.12800,75.52031,70.33943,1.46125,0.00000,0.00000,83.68287,85.53758,80.68910,1.11509,0.00000,0.00000,13.06356,14.75243,11.66708,0.87383,0.00000,0.00000,2.68069,3.80141,2.06316,0.56770,0.00000,0.00000,-7.11445,-6.62322,-7.52209,0.20823,0.00000,0.00000,-5.77950,-5.44275,-6.17016,0.14928,0.00000,0.00000,47.00000,0.94423,13.49226,4.44264,0.19497,0.72308,-4.33543,-9.04429,-16.40875,-17.03840,-33.76662,-21.57403,-36.10343,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_24_018_01,wrf-s4m9_arw_cqgmax_20140604-0000_23_24_018,2014-06-05 00:00:00,24.00000,0.00000,2.00000,-84.90669,38.02650,14.62526,62.99969,0.04918,18.24249,0.49232,18.31281,51.12690,63.75186,41.25371,4.90719,0.01945,0.62033,10.62184,24.05235,1.02872,6.38353,2.99988,2.22649,20.65694,27.47959,12.04954,3.98649,0.56830,1.82858,-2.80466,-1.39550,-4.54961,0.64002,-0.39111,-0.44489,979.56935,1781.19336,0.00000,336.67103,-335.31898,91.92847,-25.59970,-4.61217,-207.46251,25.36937,-15.70193,-4.61217,868.28740,1309.12598,341.80630,290.43122,-323.50698,-65.59851,175.31038,247.50092,39.99025,47.40513,-49.94506,-28.28592,0.00350,0.00505,0.00163,0.00079,-0.00053,0.00042,7.91515,9.15305,7.01404,0.40181,-0.08489,0.03282,-6.95594,-4.30580,-8.15460,0.71211,0.66922,2.64444,72.51545,74.95962,67.92732,1.40989,-0.61255,-0.56069,78.44469,83.41777,69.83939,3.38513,-5.23817,-2.11981,13.04813,14.55350,11.89793,0.61644,-0.01543,-0.19892,3.65834,5.34505,2.27597,0.64827,0.97765,1.54364,-6.25349,-4.68971,-7.27147,0.70813,0.86096,1.93351,-5.50199,-4.81390,-6.28658,0.29766,0.27751,0.62885,99.00000,0.95676,25.33949,7.37060,0.25879,0.45000,-3.88511,-8.13324,-13.42299,-14.47804,-29.52266,-19.81525,-28.48801,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_28_019_00,wrf-s4m9_arw_cqgmax_20140604-0000_23_28_019,2014-06-04 23:00:00,23.00000,23.00000,1.00000,-84.59308,38.47125,21.51287,87.06078,0.00000,23.03522,0.00000,0.00000,52.10685,60.15456,43.24430,3.82335,0.00000,0.00000,10.11374,23.29715,1.06680,6.27358,0.00000,0.00000,21.05227,26.93341,15.57475,2.48194,0.00000,0.00000,-2.94892,-1.48971,-4.86576,0.71613,0.00000,0.00000,1138.10266,1945.63208,0.00000,501.81043,0.00000,0.00000,-25.69041,-0.76932,-145.25427,28.10499,0.00000,0.00000,706.65874,1078.75293,312.28165,241.08023,0.00000,0.00000,188.18360,345.44070,6.92096,56.49788,0.00000,0.00000,0.00369,0.00691,0.00224,0.00081,0.00000,0.00000,7.77041,10.54200,6.18635,0.83782,0.00000,0.00000,-7.29348,-2.69393,-9.09604,1.30835,0.00000,0.00000,73.45387,75.27482,70.83073,1.03827,0.00000,0.00000,76.69922,79.77010,71.96337,2.24612,0.00000,0.00000,12.75867,14.99054,8.49686,1.11050,0.00000,0.00000,3.84720,5.99666,1.06040,0.77569,0.00000,0.00000,-5.99990,-4.39690,-6.71577,0.54074,0.00000,0.00000,-5.57865,-4.29377,-6.44302,0.46737,0.00000,0.00000,121.00000,0.89754,18.89335,8.33073,0.20947,0.70760,-4.60651,-10.05464,-16.70138,-17.94139,-35.28336,-23.00194,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_28_019_01,wrf-s4m9_arw_cqgmax_20140604-0000_23_28_019,2014-06-05 00:00:00,24.00000,0.00000,2.00000,-84.14670,38.17069,14.40003,38.27937,0.00000,11.36796,-7.11284,-48.78141,48.43177,54.65199,43.66073,2.84802,-3.67508,-5.50257,9.49475,18.77788,1.14384,4.38771,-0.61899,-4.51927,23.44360,27.14794,16.32287,2.42373,2.39133,0.21453,-2.85727,-1.48699,-4.66732,0.70389,0.09165,0.00272,1061.49703,1925.14050,0.00000,636.87241,-76.60563,-20.49158,-76.90303,-1.52994,-508.07990,127.49703,-51.21262,-0.76062,780.70011,1161.19629,379.38080,257.53948,74.04137,82.44336,136.90989,274.11484,-73.97221,81.25725,-51.27370,-71.32587,0.00319,0.00467,0.00138,0.00079,-0.00050,-0.00224,8.01172,9.83659,6.30213,0.69950,0.24131,-0.70541,-7.29312,-4.45528,-9.32335,1.23782,0.00035,-1.76135,72.28599,75.99695,66.83495,1.85441,-1.16788,0.72213,75.81842,80.42439,68.11975,3.05213,-0.88080,0.65429,12.95923,14.95660,9.23776,1.24167,0.20056,-0.03394,3.87724,5.25171,2.32806,0.66601,0.03004,-0.74495,-5.76584,-4.16604,-6.73893,0.62440,0.23405,0.23087,-5.66792,-4.60492,-6.77838,0.52273,-0.08928,-0.31116,105.00000,0.93391,19.53306,6.98348,0.31994,0.55263,-4.53318,-9.54421,-17.39633,-18.75421,-36.85046,-23.66811,-38.42534,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_28_019_02,wrf-s4m9_arw_cqgmax_20140604-0000_23_28_019,2014-06-05 01:00:00,25.00000,1.00000,3.00000,-84.57291,37.84369,26.30997,80.01721,0.00000,23.18241,11.90995,41.73784,51.97563,62.33345,42.36163,3.82970,3.54386,7.68146,11.54808,24.29084,1.02936,6.59734,2.05333,5.51296,24.35598,28.03185,19.12045,1.93767,0.91237,0.88391,-3.05343,-1.56879,-5.43209,0.88748,-0.19616,-0.08180,940.77154,1653.44275,35.66393,477.01495,-120.72548,-271.69775,-31.71817,-3.44717,-161.15994,26.97817,45.18486,-1.91723,659.88398,1159.09314,361.25800,266.79558,-120.81613,-2.10315,170.69606,453.22638,-14.49162,99.55549,33.78617,179.11154,0.00345,0.00556,0.00205,0.00083,0.00026,0.00090,7.98006,10.47120,6.79047,0.61201,-0.03166,0.63462,-7.07746,-4.36469,-8.51022,0.81405,0.21566,0.09059,72.51112,75.11909,70.85952,0.71494,0.22513,-0.87786,75.13899,79.88342,72.49506,1.86677,-0.67943,-0.54097,13.52215,14.99237,9.64105,1.15673,0.56293,0.03578,3.75463,5.30466,1.52481,0.72282,-0.12260,0.05294,-5.61298,-4.66166,-6.54267,0.42585,0.15287,-0.49563,-5.57212,-4.77133,-6.62348,0.28889,0.09581,-0.16641,101.00000,0.95061,21.06805,6.53955,0.29110,0.51010,-4.38187,-9.13034,-15.64035,-16.50481,-32.59090,-21.38672,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_28_019_03,wrf-s4m9_arw_cqgmax_20140604-0000_23_28_019,2014-06-05 02:00:00,26.00000,2.00000,4.00000,-85.24392,37.54854,12.73478,84.38587,0.00000,18.75795,-13.57519,4.36866,52.25046,65.59936,44.16735,4.48792,0.27484,3.26591,9.65177,24.54881,1.34775,6.50297,-1.89631,0.25797,22.37068,29.07087,17.41874,2.53314,-1.98530,1.03901,-3.08199,-1.46508,-4.85866,0.72026,-0.02856,0.10371,438.13938,1359.94055,0.00000,468.13804,-502.63217,-293.50220,-120.42140,-0.60236,-547.26855,121.53789,-88.70322,2.84481,566.42424,1057.16919,295.65784,206.51065,-93.45974,-101.92395,78.92132,391.91565,-137.39432,112.71541,-91.77474,-61.31073,0.00313,0.00496,0.00099,0.00082,-0.00032,-0.00060,8.30236,10.99928,6.34508,0.89427,0.32230,0.52808,-6.34248,-3.06939,-8.16133,0.99874,0.73498,1.29530,70.94183,73.70180,68.72817,1.37930,-1.56928,-1.41729,73.21644,79.37706,69.94579,1.96845,-1.92256,-0.50636,12.76190,15.09334,8.67166,1.75988,-0.76025,0.10097,4.26352,5.78072,2.08669,0.61172,0.50888,0.47606,-5.17547,-4.18188,-6.43172,0.52976,0.43751,0.47978,-5.41747,-4.31175,-6.69492,0.37461,0.15465,0.45959,142.00000,0.95099,26.38320,8.15787,0.06607,0.68599,-4.23478,-8.86305,-15.98472,-15.74190,-31.62840,-20.20557,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_28_019_04,wrf-s4m9_arw_cqgmax_20140604-0000_23_28_019,2014-06-05 03:00:00,27.00000,3.00000,5.00000,-84.93236,37.26779,9.99384,36.96783,0.00000,8.71086,-2.74093,-47.41804,49.08374,55.67299,45.29932,3.15128,-3.16673,-9.92637,8.50993,18.27983,1.39947,3.89521,-1.14184,-6.26899,25.05586,28.50820,20.19340,2.06343,2.68518,-0.56267,-2.77319,-1.63831,-4.57700,0.60841,0.30880,-0.17323,58.59301,1004.45441,0.00000,167.72968,-379.54637,-355.48615,-353.85777,-27.91417,-744.33130,169.50006,-233.43637,-27.31181,498.71548,691.66040,378.18909,73.84351,-67.70876,-365.50879,-59.06567,250.14352,-264.61017,119.82745,-137.98699,-141.77213,0.00335,0.00475,0.00181,0.00052,0.00022,-0.00021,8.44407,11.45263,5.88701,1.00678,0.14171,0.45335,-6.40216,-3.64559,-8.33327,1.14148,-0.05968,-0.57620,67.84507,70.68154,65.37240,1.22638,-3.09676,-3.02026,69.39179,74.07829,67.31330,1.64010,-3.82464,-5.29877,11.39123,14.72798,7.38092,1.72952,-1.37067,-0.36537,4.40389,5.60697,2.71150,0.59382,0.14038,-0.17375,-4.45235,-3.52488,-5.64779,0.46610,0.72312,0.65700,-5.48017,-3.79913,-6.72391,0.63746,-0.06271,0.51262,108.00000,0.69296,13.93417,10.04622,0.18104,0.77143,-4.99619,-12.37734,-17.48485,-21.07782,-41.02367,-27.71787,-40.51292,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_28_019_05,wrf-s4m9_arw_cqgmax_20140604-0000_23_28_019,2014-06-05 04:00:00,28.00000,4.00000,6.00000,-85.25864,37.03542,13.90139,53.94105,0.00000,12.59462,3.90755,16.97322,50.91855,62.99293,43.14014,4.91433,1.83482,7.31994,11.36009,26.21883,0.96053,6.19408,2.85015,7.93900,21.73256,28.50042,13.64112,2.60024,-3.32330,-0.00778,-3.11004,-1.17080,-6.93114,1.03853,-0.33685,0.46751,266.00052,1588.78979,0.00000,454.73994,207.40751,584.33539,-230.65320,-15.21861,-576.10596,156.96042,123.20457,12.69556,466.12887,826.48932,279.46518,138.30364,-32.58662,134.82892,46.77757,362.99301,-254.94894,160.05092,105.84324,112.84949,0.00372,0.00583,0.00195,0.00066,0.00038,0.00108,8.32830,10.41587,5.43523,0.91241,-0.11577,-1.03676,-6.83730,-3.13220,-8.55505,0.95774,-0.43514,0.51339,68.13234,73.37534,65.48056,1.77991,0.28727,2.69379,69.47970,77.39314,66.16111,2.52276,0.08791,3.31485,12.83350,15.11125,8.23244,1.67244,1.44226,0.38327,3.70608,5.85031,1.53465,0.90469,-0.69781,0.24334,-4.45783,-3.43445,-5.80497,0.49153,-0.00548,0.09043,-5.60426,-4.48399,-6.91132,0.47535,-0.12409,-0.68486,231.00000,0.98472,47.20611,8.21939,-0.11238,0.48837,-3.56124,-7.24229,-13.24409,-13.78627,-27.30997,-17.49910,-29.34140,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_28_020_00,wrf-s4m9_arw_cqgmax_20140604-0000_23_28_020,2014-06-04 23:00:00,23.00000,23.00000,1.00000,-105.48362,45.20073,39.55228,184.98984,0.00000,40.11774,0.00000,0.00000,50.37551,61.50540,44.98562,4.05958,0.00000,0.00000,9.39528,25.10188,1.17815,6.81519,0.00000,0.00000,16.52591,20.68855,12.46103,2.37570,0.00000,0.00000,-3.06081,-1.55024,-6.82832,0.90323,0.00000,0.00000,676.46369,1068.65649,272.82156,179.16190,0.00000,0.00000,-30.98704,-1.15370,-66.49160,15.02290,0.00000,0.00000,2757.09979,2860.36597,2442.50146,83.69042,0.00000,0.00000,82.74819,183.89236,19.43697,41.15057,0.00000,0.00000,0.00519,0.00750,0.00336,0.00092,0.00000,0.00000,5.25210,6.53565,4.12445,0.56400,0.00000,0.00000,-15.08328,-12.24132,-16.08284,0.78123,0.00000,0.00000,49.31380,52.48846,47.32230,1.24432,0.00000,0.00000,72.52793,75.63522,64.58693,2.33812,0.00000,0.00000,7.82082,8.70534,7.35681,0.29225,0.00000,0.00000,1.74844,2.65824,1.18704,0.33007,0.00000,0.00000,-8.37676,-7.47658,-8.74595,0.25746,0.00000,0.00000,-7.69164,-6.41549,-8.19281,0.35122,0.00000,0.00000,88.00000,0.86872,15.41028,7.63274,0.19938,0.73333,-4.40503,-9.73071,-15.83939,-16.99777,-33.41840,-22.01185,-36.16442,36.85645,1.32603,6.40098,9.75794
wrf-s4m9_arw_cqgmax_20140604-0000_23_28_020_01,wrf-s4m9_arw_cqgmax_20140604-0000_23_28_020,2014-06-05 00:00:00,24.00000,0.00000,2.00000,-104.77165,45.01473,80.85605,200.51857,0.00000,41.02078,41.30377,15.52873,54.74896,62.93190,45.66180,4.76455,4.37344,1.42650,15.53709,25.76233,4.02726,5.27531,6.14181,0.66045,19.04786,24.34874,12.52337,2.74113,2.52195,3.66019,-2.98850,-1.37762,-5.38409,0.84850,0.07231,0.17262,482.82050,1075.72192,0.00000,248.35149,-193.64319,7.06543,-49.18905,-3.85500,-174.93321,26.06473,-18.20201,-2.70130,2535.37837,2800.10229,1740.32007,216.80285,-221.72142,-60.26367,155.55105,332.10577,-25.69379,84.01169,72.80286,148.21341,0.00528,0.00899,0.00034,0.00167,0.00009,0.00149,5.21391,6.70500,2.85706,0.68552,-0.03819,0.16934,-14.31469,-10.05367,-16.15039,1.49520,0.76859,2.18764,50.44981,56.88057,46.89301,2.08280,1.13601,4.39212,69.11606,72.35306,59.56475,2.50792,-3.41186,-3.28217,7.88538,8.92887,6.88465,0.55235,0.06456,0.22353,2.01702,3.23658,1.31609,0.48924,0.26857,0.57834,-7.66574,-5.94147,-8.47240,0.51214,0.71102,1.53512,-7.37334,-5.57105,-8.23057,0.74217,0.31830,0.84444,114.00000,0.79427,15.61475,9.48699,0.10783,0.84444,-4.70434,-10.95394,-17.89530,-22.03855,0.00000,0.00000,-42.47583,44.67227,1.32839,6.71797,11.26006
wrf-s4m9_arw_cqgmax_20140604-0000_23_28_020_02,wrf-s4m9_arw_cqgmax_20140604-0000_23_28_020,2014-06-05 01:00:00,25.00000,1.00000,3.00000,-104.24219,44.98228,35.12026,160.20148,0.00000,47.73691,-45.73578,-40.31709,53.27705,65.09648,44.57262,6.38062,-1.47191,2.16459,10.25903,24.42602,0.67961,6.91905,-5.27806,-1.33631,18.44403,26.77237,14.25465,2.64193,-0.60383,2.42363,-2.78360,-0.98252,-4.48811,0.95603,0.20490,0.39510,94.81685,519.71564,0.00000,126.57135,-388.00365,-556.00629,-178.57820,-18.93379,-491.45093,98.94395,-129.38915,-15.07879,1818.80265,2219.65820,1303.96765,291.23643,-716.57572,-580.44409,203.04083,539.95911,-120.36894,174.95151,47.48978,207.85333,0.00345,0.00673,0.00030,0.00202,-0.00183,-0.00226,4.97823,7.01869,2.70855,1.26334,-0.23568,0.31369,-12.84438,-10.69155,-14.25943,0.89397,1.47031,-0.63788,52.51704,56.87502,48.60166,1.76673,2.06723,-0.00555,61.66820,66.25285,53.13440,4.06238,-7.44787,-6.10021,8.42894,9.43099,6.96044,0.54393,0.54355,0.50212,2.32870,3.07069,1.40998,0.45089,0.31169,-0.16589,-5.97840,-3.96874,-6.93488,0.73987,1.68734,1.97273,-6.72448,-5.49342,-7.85819,0.75686,0.64886,0.07762,102.00000,0.66440,14.64156,10.94275,0.18149,0.56667,-4.45701,-11.10292,-14.02906,-22.35896,-41.32977,-28.25716,-40.67176,55.96602,1.31584,6.82344,13.73139
